source,target,value,kasus,sumber_data
107,314,1.0413926851582251,change,web_petisi
55,108,1.0413926851582251,change,web_petisi
109,315,1.0413926851582251,change,web_petisi
4,110,1.0413926851582251,change,web_petisi
4,111,1.0413926851582251,change,web_petisi
6,189,1.0413926851582251,change,web_petisi
6,99,1.0413926851582251,change,web_petisi
2,6,1.0413926851582251,change,web_petisi
2,65,1.0413926851582251,change,web_petisi
2,30,1.0413926851582251,change,web_petisi
16,112,1.0413926851582251,change,web_petisi
2,113,1.0413926851582251,change,web_petisi
3,191,1,change,web_petisi
4,316,1,change,web_petisi
4,31,0.9542425094393249,change,web_petisi
4,178,1,change,web_petisi
4,317,1,change,web_petisi
0,4,1,change,web_petisi
4,122,1,change,web_petisi
47,114,1,change,web_petisi
44,98,1,change,web_petisi
26,318,1,change,web_petisi
4,115,0.7781512503836436,change,web_petisi
43,61,1,change,web_petisi
3,116,1,change,web_petisi
117,319,1,change,web_petisi
4,118,1,change,web_petisi
2,119,1,change,web_petisi
11,48,1,change,web_petisi
6,24,1,change,web_petisi
45,75,1,change,web_petisi
11,22,1,change,web_petisi
80,120,1,change,web_petisi
10,24,1,change,web_petisi
3,36,1,change,web_petisi
35,59,1,change,web_petisi
26,121,1,change,web_petisi
3,122,1,change,web_petisi
80,123,0.6989700043360189,change,web_petisi
3,106,0.9542425094393249,change,web_petisi
4,320,0.9542425094393249,change,web_petisi
4,194,0.7781512503836436,change,web_petisi
4,117,0.9030899869919435,change,web_petisi
4,20,0.9542425094393249,change,web_petisi
16,303,0.9542425094393249,change,web_petisi
39,97,0.9542425094393249,change,web_petisi
97,321,0.9542425094393249,change,web_petisi
25,124,0.9542425094393249,change,web_petisi
125,169,0.9542425094393249,change,web_petisi
126,322,0.9542425094393249,change,web_petisi
4,127,0.7781512503836436,change,web_petisi
2,39,0.9542425094393249,change,web_petisi
4,128,0.9542425094393249,change,web_petisi
3,129,0.9542425094393249,change,web_petisi
8,130,0.9542425094393249,change,web_petisi
12,75,0.9542425094393249,change,web_petisi
39,131,0.9542425094393249,change,web_petisi
2,131,0.7781512503836436,change,web_petisi
3,132,0.9542425094393249,change,web_petisi
16,25,0.9542425094393249,change,web_petisi
8,39,0.9542425094393249,change,web_petisi
133,157,0.9542425094393249,change,web_petisi
0,134,0.9542425094393249,change,web_petisi
12,135,0.9542425094393249,change,web_petisi
4,136,0.9542425094393249,change,web_petisi
13,38,0.9542425094393249,change,web_petisi
63,98,0.9030899869919435,change,web_petisi
4,137,0.9542425094393249,change,web_petisi
138,184,0.8450980400142568,change,web_petisi
2,96,0.9542425094393249,change,web_petisi
2,248,0.9542425094393249,change,web_petisi
2,323,0.9542425094393249,change,web_petisi
10,27,0.9542425094393249,change,web_petisi
25,36,0.9542425094393249,change,web_petisi
12,139,0.9542425094393249,change,web_petisi
140,157,0.9542425094393249,change,web_petisi
4,52,0.7781512503836436,change,web_petisi
3,130,0.9030899869919435,change,web_petisi
3,75,0.9030899869919435,change,web_petisi
2,3,0.6989700043360189,change,web_petisi
4,324,0.9030899869919435,change,web_petisi
4,47,0.9030899869919435,change,web_petisi
4,312,0.9030899869919435,change,web_petisi
4,325,0.9030899869919435,change,web_petisi
4,226,0.9030899869919435,change,web_petisi
4,326,0.9030899869919435,change,web_petisi
4,327,0.9030899869919435,change,web_petisi
4,328,0.9030899869919435,change,web_petisi
4,81,0.9030899869919435,change,web_petisi
4,329,0.9030899869919435,change,web_petisi
4,330,0.9030899869919435,change,web_petisi
4,331,0.9030899869919435,change,web_petisi
4,276,0.9030899869919435,change,web_petisi
4,218,0.9030899869919435,change,web_petisi
2,60,0.9030899869919435,change,web_petisi
44,63,0.9030899869919435,change,web_petisi
3,141,0.9030899869919435,change,web_petisi
11,25,0.9030899869919435,change,web_petisi
88,176,0.9030899869919435,change,web_petisi
142,332,0.9030899869919435,change,web_petisi
44,83,0.9030899869919435,change,web_petisi
4,143,0.9030899869919435,change,web_petisi
0,54,0.9030899869919435,change,web_petisi
74,333,0.9030899869919435,change,web_petisi
3,89,0.8450980400142568,change,web_petisi
38,39,0.7781512503836436,change,web_petisi
27,54,0.9030899869919435,change,web_petisi
78,145,0.9030899869919435,change,web_petisi
10,131,0.9030899869919435,change,web_petisi
3,146,0.9030899869919435,change,web_petisi
25,146,0.9030899869919435,change,web_petisi
3,147,0.9030899869919435,change,web_petisi
4,148,0.7781512503836436,change,web_petisi
23,149,0.9030899869919435,change,web_petisi
3,111,0.9030899869919435,change,web_petisi
39,135,0.6989700043360189,change,web_petisi
5,39,0.9030899869919435,change,web_petisi
17,38,0.9030899869919435,change,web_petisi
25,151,0.9030899869919435,change,web_petisi
10,58,0.9030899869919435,change,web_petisi
39,152,0.9030899869919435,change,web_petisi
26,153,0.9030899869919435,change,web_petisi
2,5,0.9030899869919435,change,web_petisi
4,154,0.6989700043360189,change,web_petisi
6,10,0.9030899869919435,change,web_petisi
3,70,0.9030899869919435,change,web_petisi
36,97,0.9030899869919435,change,web_petisi
0,36,0.9030899869919435,change,web_petisi
0,155,0.9030899869919435,change,web_petisi
157,210,0.9030899869919435,change,web_petisi
158,334,0.9030899869919435,change,web_petisi
78,158,0.9030899869919435,change,web_petisi
16,122,0.9030899869919435,change,web_petisi
52,335,0.8450980400142568,change,web_petisi
3,295,0.8450980400142568,change,web_petisi
3,6,0.8450980400142568,change,web_petisi
1,3,0.8450980400142568,change,web_petisi
3,313,0.8450980400142568,change,web_petisi
159,336,0.8450980400142568,change,web_petisi
4,7,0.8450980400142568,change,web_petisi
7,337,0.8450980400142568,change,web_petisi
12,160,0.8450980400142568,change,web_petisi
4,338,0.8450980400142568,change,web_petisi
4,339,0.8450980400142568,change,web_petisi
4,204,0.8450980400142568,change,web_petisi
4,340,0.8450980400142568,change,web_petisi
41,98,0.8450980400142568,change,web_petisi
26,36,0.8450980400142568,change,web_petisi
1,26,0.8450980400142568,change,web_petisi
4,161,0.8450980400142568,change,web_petisi
98,194,0.7781512503836436,change,web_petisi
73,108,0.8450980400142568,change,web_petisi
25,47,0.8450980400142568,change,web_petisi
5,106,0.8450980400142568,change,web_petisi
1,61,0.8450980400142568,change,web_petisi
78,89,0.8450980400142568,change,web_petisi
89,291,0.8450980400142568,change,web_petisi
163,341,0.8450980400142568,change,web_petisi
39,106,0.8450980400142568,change,web_petisi
10,31,0.8450980400142568,change,web_petisi
63,144,0.8450980400142568,change,web_petisi
4,164,0.6989700043360189,change,web_petisi
38,48,0.8450980400142568,change,web_petisi
4,165,0.8450980400142568,change,web_petisi
4,166,0.8450980400142568,change,web_petisi
31,75,0.8450980400142568,change,web_petisi
78,167,0.8450980400142568,change,web_petisi
12,168,0.8450980400142568,change,web_petisi
4,169,0.8450980400142568,change,web_petisi
3,108,0.8450980400142568,change,web_petisi
170,342,0.8450980400142568,change,web_petisi
4,131,0.8450980400142568,change,web_petisi
3,171,0.8450980400142568,change,web_petisi
4,172,0.8450980400142568,change,web_petisi
101,173,0.8450980400142568,change,web_petisi
23,174,0.8450980400142568,change,web_petisi
2,22,0.8450980400142568,change,web_petisi
1,22,0.8450980400142568,change,web_petisi
90,175,0.8450980400142568,change,web_petisi
4,176,0.6989700043360189,change,web_petisi
176,227,0.8450980400142568,change,web_petisi
5,343,0.8450980400142568,change,web_petisi
5,344,0.8450980400142568,change,web_petisi
177,283,0.8450980400142568,change,web_petisi
178,345,0.8450980400142568,change,web_petisi
3,179,0.8450980400142568,change,web_petisi
2,15,0.8450980400142568,change,web_petisi
2,75,0.8450980400142568,change,web_petisi
2,207,0.8450980400142568,change,web_petisi
2,121,0.8450980400142568,change,web_petisi
4,180,0.8450980400142568,change,web_petisi
10,346,0.8450980400142568,change,web_petisi
5,181,0.8450980400142568,change,web_petisi
1,21,0.8450980400142568,change,web_petisi
4,182,0.8450980400142568,change,web_petisi
113,116,0.8450980400142568,change,web_petisi
183,347,0.8450980400142568,change,web_petisi
71,140,0.8450980400142568,change,web_petisi
31,71,0.8450980400142568,change,web_petisi
4,186,0.8450980400142568,change,web_petisi
95,348,0.7781512503836436,change,web_petisi
18,187,0.7781512503836436,change,web_petisi
3,52,0.7781512503836436,change,web_petisi
3,97,0.7781512503836436,change,web_petisi
3,135,0.7781512503836436,change,web_petisi
3,349,0.7781512503836436,change,web_petisi
4,159,0.7781512503836436,change,web_petisi
4,350,0.7781512503836436,change,web_petisi
4,351,0.7781512503836436,change,web_petisi
4,352,0.7781512503836436,change,web_petisi
4,353,0.7781512503836436,change,web_petisi
4,193,0.7781512503836436,change,web_petisi
4,290,0.7781512503836436,change,web_petisi
4,234,0.6989700043360189,change,web_petisi
4,75,0.7781512503836436,change,web_petisi
4,167,0.7781512503836436,change,web_petisi
4,354,0.7781512503836436,change,web_petisi
4,79,0.7781512503836436,change,web_petisi
4,355,0.7781512503836436,change,web_petisi
4,356,0.7781512503836436,change,web_petisi
4,71,0.7781512503836436,change,web_petisi
4,277,0.6989700043360189,change,web_petisi
4,357,0.7781512503836436,change,web_petisi
4,217,0.7781512503836436,change,web_petisi
4,188,0.7781512503836436,change,web_petisi
78,189,0.7781512503836436,change,web_petisi
8,16,0.7781512503836436,change,web_petisi
6,11,0.7781512503836436,change,web_petisi
190,358,0.7781512503836436,change,web_petisi
39,73,0.7781512503836436,change,web_petisi
47,359,0.7781512503836436,change,web_petisi
115,360,0.7781512503836436,change,web_petisi
191,361,0.7781512503836436,change,web_petisi
26,192,0.7781512503836436,change,web_petisi
61,178,0.7781512503836436,change,web_petisi
195,362,0.7781512503836436,change,web_petisi
196,363,0.7781512503836436,change,web_petisi
74,89,0.7781512503836436,change,web_petisi
162,364,0.7781512503836436,change,web_petisi
2,99,0.7781512503836436,change,web_petisi
10,39,0.7781512503836436,change,web_petisi
17,164,0.7781512503836436,change,web_petisi
10,48,0.7781512503836436,change,web_petisi
20,55,0.7781512503836436,change,web_petisi
0,20,0.7781512503836436,change,web_petisi
3,197,0.7781512503836436,change,web_petisi
4,198,0.7781512503836436,change,web_petisi
78,130,0.7781512503836436,change,web_petisi
24,295,0.7781512503836436,change,web_petisi
10,165,0.7781512503836436,change,web_petisi
24,199,0.7781512503836436,change,web_petisi
31,167,0.7781512503836436,change,web_petisi
45,200,0.7781512503836436,change,web_petisi
156,201,0.7781512503836436,change,web_petisi
76,89,0.7781512503836436,change,web_petisi
4,202,0.7781512503836436,change,web_petisi
4,203,0.7781512503836436,change,web_petisi
9,49,0.7781512503836436,change,web_petisi
4,78,0.7781512503836436,change,web_petisi
164,204,0.7781512503836436,change,web_petisi
205,365,0.7781512503836436,change,web_petisi
49,366,0.7781512503836436,change,web_petisi
4,22,0.7781512503836436,change,web_petisi
34,39,0.7781512503836436,change,web_petisi
25,40,0.7781512503836436,change,web_petisi
40,146,0.7781512503836436,change,web_petisi
4,206,0.7781512503836436,change,web_petisi
3,207,0.7781512503836436,change,web_petisi
5,283,0.7781512503836436,change,web_petisi
3,151,0.7781512503836436,change,web_petisi
4,208,0.7781512503836436,change,web_petisi
4,209,0.7781512503836436,change,web_petisi
31,81,0.7781512503836436,change,web_petisi
23,195,0.7781512503836436,change,web_petisi
4,120,0.7781512503836436,change,web_petisi
11,210,0.7781512503836436,change,web_petisi
83,153,0.7781512503836436,change,web_petisi
2,8,0.7781512503836436,change,web_petisi
10,367,0.7781512503836436,change,web_petisi
10,71,0.7781512503836436,change,web_petisi
4,212,0.7781512503836436,change,web_petisi
28,368,0.7781512503836436,change,web_petisi
156,369,0.7781512503836436,change,web_petisi
213,370,0.7781512503836436,change,web_petisi
0,21,0.7781512503836436,change,web_petisi
4,214,0.7781512503836436,change,web_petisi
113,371,0.7781512503836436,change,web_petisi
71,78,0.7781512503836436,change,web_petisi
7,216,0.7781512503836436,change,web_petisi
1,372,0.7781512503836436,change,web_petisi
98,217,0.7781512503836436,change,web_petisi
40,218,0.7781512503836436,change,web_petisi
219,373,0.7781512503836436,change,web_petisi
103,108,0.7781512503836436,change,web_petisi
123,374,0.6989700043360189,change,web_petisi
3,74,0.6989700043360189,change,web_petisi
3,375,0.6989700043360189,change,web_petisi
3,331,0.6989700043360189,change,web_petisi
3,102,0.6989700043360189,change,web_petisi
1,159,0.6989700043360189,change,web_petisi
7,104,0.6989700043360189,change,web_petisi
220,376,0.6989700043360189,change,web_petisi
4,377,0.6989700043360189,change,web_petisi
4,378,0.6989700043360189,change,web_petisi
4,379,0.6989700043360189,change,web_petisi
4,380,0.6989700043360189,change,web_petisi
4,381,0.6989700043360189,change,web_petisi
4,229,0.6989700043360189,change,web_petisi
4,239,0.6989700043360189,change,web_petisi
4,69,0.6989700043360189,change,web_petisi
4,382,0.6989700043360189,change,web_petisi
4,260,0.6989700043360189,change,web_petisi
4,383,0.6989700043360189,change,web_petisi
4,384,0.6989700043360189,change,web_petisi
4,267,0.6989700043360189,change,web_petisi
4,385,0.6989700043360189,change,web_petisi
4,386,0.6989700043360189,change,web_petisi
4,387,0.6989700043360189,change,web_petisi
4,102,0.6989700043360189,change,web_petisi
44,92,0.6989700043360189,change,web_petisi
92,188,0.6989700043360189,change,web_petisi
26,60,0.6989700043360189,change,web_petisi
26,56,0.6989700043360189,change,web_petisi
26,47,0.6989700043360189,change,web_petisi
8,26,0.6989700043360189,change,web_petisi
26,137,0.6989700043360189,change,web_petisi
26,263,0.6989700043360189,change,web_petisi
26,388,0.6989700043360189,change,web_petisi
26,103,0.6989700043360189,change,web_petisi
25,96,0.6989700043360189,change,web_petisi
96,289,0.6989700043360189,change,web_petisi
29,221,0.6989700043360189,change,web_petisi
16,389,0.6989700043360189,change,web_petisi
3,50,0.6989700043360189,change,web_petisi
71,222,0.6989700043360189,change,web_petisi
61,142,0.6989700043360189,change,web_petisi
83,92,0.6989700043360189,change,web_petisi
83,115,0.6989700043360189,change,web_petisi
31,106,0.6989700043360189,change,web_petisi
17,61,0.6989700043360189,change,web_petisi
223,390,0.6989700043360189,change,web_petisi
63,224,0.6989700043360189,change,web_petisi
48,225,0.6989700043360189,change,web_petisi
89,391,0.6989700043360189,change,web_petisi
5,89,0.6989700043360189,change,web_petisi
4,162,0.6989700043360189,change,web_petisi
162,392,0.6989700043360189,change,web_petisi
226,393,0.6989700043360189,change,web_petisi
99,106,0.6989700043360189,change,web_petisi
3,227,0.6989700043360189,change,web_petisi
39,40,0.6989700043360189,change,web_petisi
29,228,0.6989700043360189,change,web_petisi
229,394,0.6989700043360189,change,web_petisi
98,144,0.6989700043360189,change,web_petisi
16,230,0.6989700043360189,change,web_petisi
11,232,0.6989700043360189,change,web_petisi
233,395,0.6989700043360189,change,web_petisi
7,235,0.6989700043360189,change,web_petisi
20,255,0.6989700043360189,change,web_petisi
112,237,0.6989700043360189,change,web_petisi
4,129,0.6989700043360189,change,web_petisi
2,238,0.6989700043360189,change,web_petisi
16,199,0.6989700043360189,change,web_petisi
75,181,0.6989700043360189,change,web_petisi
25,27,0.6989700043360189,change,web_petisi
25,108,0.6989700043360189,change,web_petisi
109,396,0.6989700043360189,change,web_petisi
25,191,0.6989700043360189,change,web_petisi
8,25,0.6989700043360189,change,web_petisi
25,112,0.6989700043360189,change,web_petisi
89,240,0.6989700043360189,change,web_petisi
89,241,0.6989700043360189,change,web_petisi
40,78,0.6989700043360189,change,web_petisi
242,397,0.6989700043360189,change,web_petisi
8,64,0.6989700043360189,change,web_petisi
49,398,0.6989700043360189,change,web_petisi
49,144,0.6989700043360189,change,web_petisi
49,399,0.6989700043360189,change,web_petisi
47,243,0.6989700043360189,change,web_petisi
109,244,0.6989700043360189,change,web_petisi
22,61,0.6989700043360189,change,web_petisi
59,149,0.6989700043360189,change,web_petisi
200,245,0.6989700043360189,change,web_petisi
13,34,0.6989700043360189,change,web_petisi
131,246,0.6989700043360189,change,web_petisi
4,247,0.6989700043360189,change,web_petisi
16,40,0.6989700043360189,change,web_petisi
27,40,0.6989700043360189,change,web_petisi
123,248,0.6989700043360189,change,web_petisi
68,248,0.6989700043360189,change,web_petisi
4,249,0.6989700043360189,change,web_petisi
8,207,0.6989700043360189,change,web_petisi
31,135,0.6989700043360189,change,web_petisi
8,135,0.6989700043360189,change,web_petisi
85,194,0.6989700043360189,change,web_petisi
250,400,0.6989700043360189,change,web_petisi
1,251,0.6989700043360189,change,web_petisi
5,401,0.6989700043360189,change,web_petisi
10,80,0.6989700043360189,change,web_petisi
3,252,0.6989700043360189,change,web_petisi
91,253,0.6989700043360189,change,web_petisi
58,402,0.6989700043360189,change,web_petisi
58,207,0.6989700043360189,change,web_petisi
2,58,0.6989700043360189,change,web_petisi
58,103,0.6989700043360189,change,web_petisi
53,254,0.6989700043360189,change,web_petisi
255,403,0.6989700043360189,change,web_petisi
26,256,0.6989700043360189,change,web_petisi
3,257,0.6989700043360189,change,web_petisi
1,210,0.6989700043360189,change,web_petisi
98,258,0.6989700043360189,change,web_petisi
12,259,0.6989700043360189,change,web_petisi
261,274,0.6989700043360189,change,web_petisi
153,256,0.6989700043360189,change,web_petisi
2,7,0.6989700043360189,change,web_petisi
2,111,0.6989700043360189,change,web_petisi
2,404,0.6989700043360189,change,web_petisi
2,55,0.6989700043360189,change,web_petisi
2,301,0.6989700043360189,change,web_petisi
32,270,0.6989700043360189,change,web_petisi
20,262,0.6989700043360189,change,web_petisi
10,211,0.6989700043360189,change,web_petisi
10,16,0.6989700043360189,change,web_petisi
10,97,0.6989700043360189,change,web_petisi
10,129,0.6989700043360189,change,web_petisi
10,17,0.6989700043360189,change,web_petisi
263,405,0.6989700043360189,change,web_petisi
264,406,0.6989700043360189,change,web_petisi
28,194,0.6989700043360189,change,web_petisi
0,28,0.6989700043360189,change,web_petisi
156,178,0.6989700043360189,change,web_petisi
4,265,0.6989700043360189,change,web_petisi
21,32,0.6989700043360189,change,web_petisi
266,407,0.6989700043360189,change,web_petisi
214,407,0.6989700043360189,change,web_petisi
8,112,0.6989700043360189,change,web_petisi
142,268,0.6989700043360189,change,web_petisi
4,269,0.6989700043360189,change,web_petisi
13,135,0.6989700043360189,change,web_petisi
262,270,0.6989700043360189,change,web_petisi
47,272,0.6989700043360189,change,web_petisi
273,408,0.6989700043360189,change,web_petisi
274,280,0.6989700043360189,change,web_petisi
275,409,0.6989700043360189,change,web_petisi
10,276,0.6989700043360189,change,web_petisi
4,279,0.6989700043360189,change,web_petisi
4,280,0.6989700043360189,change,web_petisi
14,53,0.6989700043360189,change,web_petisi
14,66,0.6989700043360189,change,web_petisi
26,281,0.6989700043360189,change,web_petisi
0,5,0.7781512503836436,gojek,web_petisi
1,5,0.47712125471966244,gojek,web_petisi
2,13,1.6720978579357175,gojek,web_petisi
3,5,0.9030899869919435,gojek,web_petisi
0,4,1.5314789170422551,gojek,web_petisi
5,13,1.5314789170422551,gojek,web_petisi
6,12,1.255272505103306,gojek,web_petisi
4,7,1.3222192947339193,gojek,web_petisi
5,8,1.3222192947339193,gojek,web_petisi
5,9,1.3222192947339193,gojek,web_petisi
10,236,1.3010299956639813,gojek,web_petisi
1,83,0.6020599913279624,gojek,web_petisi
11,43,0.3010299956639812,gojek,web_petisi
0,8,1.255272505103306,gojek,web_petisi
13,30,1.2304489213782739,gojek,web_petisi
0,14,1.2304489213782739,gojek,web_petisi
15,144,0.3010299956639812,gojek,web_petisi
16,247,1.2041199826559248,gojek,web_petisi
5,17,1.2041199826559248,gojek,web_petisi
18,282,1.2041199826559248,gojek,web_petisi
10,197,1.1760912590556813,gojek,web_petisi
19,234,1.1760912590556813,gojek,web_petisi
3,21,1.146128035678238,gojek,web_petisi
0,198,1.146128035678238,gojek,web_petisi
2,20,0.6989700043360189,gojek,web_petisi
21,142,1.1139433523068367,gojek,web_petisi
0,22,1.0791812460476249,gojek,web_petisi
3,198,1.0791812460476249,gojek,web_petisi
4,23,1.0791812460476249,gojek,web_petisi
2,136,0.3010299956639812,gojek,web_petisi
2,142,1.0791812460476249,gojek,web_petisi
0,24,1.0791812460476249,gojek,web_petisi
2,25,1.0413926851582251,gojek,web_petisi
2,26,1.0413926851582251,gojek,web_petisi
2,255,0.3010299956639812,gojek,web_petisi
4,27,1.0413926851582251,gojek,web_petisi
