kasus,sumber_data,term,value,eksplorasi,topic
gojek,twitter,tolak memperbarui,0.0029110619471902134,topicmodelling,4
gojek,twitter,ojek online,0.0028648289506007897,topicmodelling,4
gojek,twitter,terima kasih,0.002463206263007105,topicmodelling,4
gojek,twitter,orang takut,0.0017914227367324402,topicmodelling,4
gojek,twitter,driver grab,0.001567494894640885,topicmodelling,4
gojek,twitter,memperbarui kerja,0.0015674948946408406,topicmodelling,4
gojek,twitter,pekerjaan sesuai,0.0013435670525493292,topicmodelling,4
gojek,twitter,takut berani,0.0013435670525493292,topicmodelling,4
gojek,twitter,berani keberanian,0.001119639210457775,topicmodelling,4
gojek,twitter,gojek bantu,0.001119639210457775,topicmodelling,4
gojek,twitter,taksi online,0.001119639210457775,topicmodelling,4
gojek,twitter,tarif driver,0.001119639210457775,topicmodelling,4
gojek,twitter,tarif turun,0.001119639210457775,topicmodelling,4
gojek,playstore,fitur chat,189,frekuensi,1
gojek,twitter,ojek online,154,frekuensi,1
gojek,web_petisi,transportasi online,122,frekuensi,1
gojek,playstore,terima kasih,116,frekuensi,1
gojek,playstore,versi terbaru,100,frekuensi,1
gojek,playstore,tolong diperbaiki,94,frekuensi,1
gojek,playstore,aplikasi gojek,91,frekuensi,1
gojek,playstore,update terbaru,89,frekuensi,1
gojek,playstore,driver gojek,79,frekuensi,1
gojek,twitter,driver gojek,78,frekuensi,1
gojek,web_petisi,ojek online,78,frekuensi,1
gojek,playstore,tolong perbaiki,74,frekuensi,1
gojek,playstore,anak bangsa,73,frekuensi,1
gojek,playstore,fake gps,71,frekuensi,1
gojek,playstore,chat driver,68,frekuensi,1
gojek,playstore,kustomer service,65,frekuensi,1
gojek,playstore,pakai gopay,64,frekuensi,1
gojek,playstore,update aplikasi,60,frekuensi,1
gojek,playstore,user friendly,59,frekuensi,1
gojek,twitter,anak bangsa,49,frekuensi,1
gojek,web_petisi,gojek bantu,48,frekuensi,1
gojek,twitter,transportasi online,44,frekuensi,1
gojek,web_petisi,angkutan online,36,frekuensi,1
gojek,web_petisi,online bantu,35,frekuensi,1
gojek,web_petisi,memilih transportasi,34,frekuensi,1
gojek,twitter,tarif driver,31,frekuensi,1
gojek,twitter,terima kasih,30,frekuensi,1
gojek,twitter,driver ojek,27,frekuensi,1
gojek,twitter,karya anak,24,frekuensi,1
gojek,twitter,tarif gojek,24,frekuensi,1
gojek,web_petisi,aman nyaman,23,frekuensi,1
gojek,twitter,driver demo,22,frekuensi,1
gojek,web_petisi,bebas memilih,21,frekuensi,1
gojek,web_petisi,berbasis online,21,frekuensi,1
gojek,web_petisi,taksi online,21,frekuensi,1
gojek,twitter,taksi online,20,frekuensi,1
gojek,web_petisi,lapangan pekerjaan,20,frekuensi,1
gojek,web_petisi,ojek pangkalan,20,frekuensi,1
gojek,web_petisi,supir angkot,19,frekuensi,1
gojek,twitter,tarif turun,18,frekuensi,1
gojek,web_petisi,bantu masyarakat,18,frekuensi,1
gojek,web_petisi,nyaman aman,18,frekuensi,1
gojek,web_petisi,transportasi berbasis,18,frekuensi,1
gojek,twitter,gojek gojek,17,frekuensi,1
gojek,twitter,tarif murah,17,frekuensi,1
gojek,twitter,tarif manusiawi,16,frekuensi,1
gojek,playstore,fitur chat,0.003184139281678772,tf_idf,1
gojek,playstore,versi terbaru,0.0016847297786660171,tf_idf,1
gojek,playstore,tolong diperbaiki,0.0015836459919460562,tf_idf,1
gojek,playstore,tolong perbaiki,0.0012467000362128527,tf_idf,1
gojek,playstore,fake gps,0.0011961581428528722,tf_idf,1
gojek,playstore,chat driver,0.0011456162494928915,tf_idf,1
gojek,playstore,kustomer service,0.0010950743561329113,tf_idf,1
gojek,playstore,user friendly,9.9399056941295e-4,tf_idf,1
gojek,playstore,update versi,9.7714327162629e-4,tf_idf,1
gojek,playstore,habis update,9.602959738396297e-4,tf_idf,1
gojek,playstore,mohon diperbaiki,7.749756981863679e-4,tf_idf,1
gojek,playstore,saldo gopay,6.570446136797467e-4,tf_idf,1
gojek,playstore,update app,6.570446136797467e-4,tf_idf,1
gojek,web_petisi,online bantu,0.0012232806468223216,tf_idf,1
gojek,playstore,tambahkan fitur,5.728081247464458e-4,tf_idf,1
gojek,web_petisi,memilih transportasi,0.0011883297711988267,tf_idf,1
gojek,playstore,app gojek,5.559608269597857e-4,tf_idf,1
gojek,twitter,tarif driver,6.310265751972035e-4,tf_idf,1
gojek,web_petisi,aman nyaman,8.038701393403828e-4,tf_idf,1
gojek,twitter,driver demo,4.478253114302734e-4,tf_idf,1
gojek,web_petisi,bebas memilih,0.001988695635034075,tf_idf,1
gojek,twitter,tarif manusiawi,8.824638093624055e-4,tf_idf,1
gojek,web_petisi,menandatangani petisi,0.0015151966743116763,tf_idf,1
gojek,twitter,toilet twothousand,7.721558331921048e-4,tf_idf,1
gojek,web_petisi,angkutan kota,0.0013257970900227168,tf_idf,1
gojek,web_petisi,transportasi konvensional,0.0013257970900227168,tf_idf,1
gojek,web_petisi,gojek purwokerto,0.001231097297878237,tf_idf,1
gojek,web_petisi,kota tasikmalaya,0.001231097297878237,tf_idf,1
gojek,twitter,gojek onethousandsixhundred,6.618478570218042e-4,tf_idf,1
gojek,web_petisi,angkutan konvensional,0.001136397505733757,tf_idf,1
gojek,twitter,gojek demo,6.066938689366538e-4,tf_idf,1
gojek,twitter,tarif onethousandsixhundred,6.066938689366538e-4,tf_idf,1
gojek,web_petisi,hak memilih,0.0010416977135892774,tf_idf,1
gojek,web_petisi,transportasi nyaman,0.0010416977135892774,tf_idf,1
gojek,twitter,star wars,5.515398808515035e-4,tf_idf,1
gojek,twitter,tarif kustomer,4.963858927663532e-4,tf_idf,1
gojek,web_petisi,kebebasan memilih,8.522981293003179e-4,tf_idf,1
gojek,web_petisi,pengguna jasa,8.522981293003179e-4,tf_idf,1
gojek,web_petisi,perkembangan teknologi,8.522981293003179e-4,tf_idf,1
gojek,twitter,onethousandsixhundred toilet,4.4123190468120277e-4,tf_idf,1
gojek,twitter,rp onethousandsixhundred,4.4123190468120277e-4,tf_idf,1
gojek,twitter,trending indonesia,4.4123190468120277e-4,tf_idf,1
gojek,twitter,berkibar twitter,3.860779165960524e-4,tf_idf,1
gojek,twitter,driver murah,3.860779165960524e-4,tf_idf,1
gojek,twitter,online berkibar,3.860779165960524e-4,tf_idf,1
gojek,twitter,twothousand tarif,3.860779165960524e-4,tf_idf,1
change,twitter,tolak reklamasi,2090,frekuensi,1
change,twitter,teluk benoa,1698,frekuensi,1
change,twitter,paraf petisi,1054,frekuensi,1
change,twitter,reklamasi teluk,1045,frekuensi,1
change,twitter,bali tolak,757,frekuensi,1
change,twitter,empatpuluh balebengong,741,frekuensi,1
change,twitter,tanda tangan,700,frekuensi,1
change,web_petisi,teluk benoa,604,frekuensi,1
change,twitter,tanda tangani,504,frekuensi,1
change,twitter,alam bali,488,frekuensi,1
change,twitter,undang undang,460,frekuensi,1
change,twitter,tangan petisi,429,frekuensi,1
change,twitter,dukung gerakan,423,frekuensi,1
change,web_petisi,tolak reklamasi,415,frekuensi,1
change,twitter,rakyat bali,394,frekuensi,1
change,twitter,metro tv,388,frekuensi,1
change,twitter,tangani petisi,371,frekuensi,1
change,web_petisi,reklamasi teluk,337,frekuensi,1
change,web_petisi,bali bali,266,frekuensi,1
change,web_petisi,alam bali,221,frekuensi,1
change,web_petisi,orang bali,148,frekuensi,1
change,web_petisi,bali tolak,140,frekuensi,1
change,web_petisi,pulau bali,139,frekuensi,1
change,web_petisi,anak cucu,132,frekuensi,1
change,web_petisi,masyarakat bali,117,frekuensi,1
change,web_petisi,love bali,108,frekuensi,1
change,web_petisi,rusak alam,106,frekuensi,1
change,web_petisi,cinta bali,96,frekuensi,1
change,web_petisi,reklamasi rusak,93,frekuensi,1
change,web_petisi,rakyat bali,91,frekuensi,1
change,twitter,paraf petisi,0.0019271915785216197,tf_idf,1
change,twitter,empatpuluh balebengong,0.001354885160991006,tf_idf,1
change,twitter,tangan petisi,7.844071984684771e-4,tf_idf,1
change,twitter,metro tv,7.094405431369909e-4,tf_idf,1
change,twitter,limasatu bjad,6.399592528297599e-4,tf_idf,1
change,twitter,konser mini,5.869340575952941e-4,tf_idf,1
change,twitter,perpres limasatu,5.576787774659336e-4,tf_idf,1
change,twitter,baca komentar,4.589422070293421e-4,tf_idf,1
change,twitter,parade budaya,4.589422070293421e-4,tf_idf,1
change,twitter,komentar tanda,4.552852970131721e-4,tf_idf,1
change,twitter,ayo dukung,3.9128937173019606e-4,tf_idf,1
change,twitter,republik indonesia,3.583771815846655e-4,tf_idf,1
change,twitter,dpr indonesia,3.4557799652807036e-4,tf_idf,1
change,twitter,seksual anak,3.3277881147147513e-4,tf_idf,1
change,twitter,revisi undang,3.1449426139062487e-4,tf_idf,1
change,web_petisi,destroy bali,2.4263487549136092e-4,tf_idf,1
change,web_petisi,future bali,1.668114769003106e-4,tf_idf,1
change,web_petisi,leave bali,1.668114769003106e-4,tf_idf,1
change,web_petisi,bali developed,1.5164679718210057e-4,tf_idf,1
change,web_petisi,beautiful bali,1.5164679718210057e-4,tf_idf,1
change,web_petisi,beautiful culture,1.5164679718210057e-4,tf_idf,1
change,web_petisi,eco system,1.364821174638905e-4,tf_idf,1
change,web_petisi,lingkungan budaya,1.364821174638905e-4,tf_idf,1
change,web_petisi,people culture,1.364821174638905e-4,tf_idf,1
change,web_petisi,propinsi bali,1.364821174638905e-4,tf_idf,1
change,web_petisi,bali doesn,1.2131743774568046e-4,tf_idf,1
change,web_petisi,bali hotels,1.2131743774568046e-4,tf_idf,1
change,web_petisi,bali protect,1.2131743774568046e-4,tf_idf,1
change,web_petisi,beautiful people,1.2131743774568046e-4,tf_idf,1
change,web_petisi,culture nature,1.2131743774568046e-4,tf_idf,1
change,web_petisi,culture people,1.2131743774568046e-4,tf_idf,1
change,web_petisi,destroy beautiful,1.2131743774568046e-4,tf_idf,1
